timestamp,net.bytes_sent.Bluetooth Network Connection,net.bytes_recv.Bluetooth Network Connection,net.packets_sent.Bluetooth Network Connection,net.packets_recv.Bluetooth Network Connection,net.errin.Bluetooth Network Connection,net.errout.Bluetooth Network Connection,net.dropin.Bluetooth Network Connection,net.dropout.Bluetooth Network Connection,net.bytes_sent.Ethernet,net.bytes_recv.Ethernet,net.packets_sent.Ethernet,net.packets_recv.Ethernet,net.errin.Ethernet,net.errout.Ethernet,net.dropin.Ethernet,net.dropout.Ethernet,net.bytes_sent.Local Area Connection* 10,net.bytes_recv.Local Area Connection* 10,net.packets_sent.Local Area Connection* 10,net.packets_recv.Local Area Connection* 10,net.errin.Local Area Connection* 10,net.errout.Local Area Connection* 10,net.dropin.Local Area Connection* 10,net.dropout.Local Area Connection* 10,net.bytes_sent.Local Area Connection* 9,net.bytes_recv.Local Area Connection* 9,net.packets_sent.Local Area Connection* 9,net.packets_recv.Local Area Connection* 9,net.errin.Local Area Connection* 9,net.errout.Local Area Connection* 9,net.dropin.Local Area Connection* 9,net.dropout.Local Area Connection* 9,net.bytes_sent.Loopback Pseudo-Interface 1,net.bytes_recv.Loopback Pseudo-Interface 1,net.packets_sent.Loopback Pseudo-Interface 1,net.packets_recv.Loopback Pseudo-Interface 1,net.errin.Loopback Pseudo-Interface 1,net.errout.Loopback Pseudo-Interface 1,net.dropin.Loopback Pseudo-Interface 1,net.dropout.Loopback Pseudo-Interface 1,net.bytes_sent.Wi-Fi,net.bytes_recv.Wi-Fi,net.packets_sent.Wi-Fi,net.packets_recv.Wi-Fi,net.errin.Wi-Fi,net.errout.Wi-Fi,net.dropin.Wi-Fi,net.dropout.Wi-Fi,disk.read_count.PhysicalDrive0,disk.read_bytes.PhysicalDrive0,disk.write_count.PhysicalDrive0,disk.write_bytes.PhysicalDrive0,cpu.dpc,cpu.idle,cpu.interrupt,cpu.system,cpu.user,cpu.percent,cpu.freq.current,cpu.freq.min,cpu.freq.max,cpu.ctx_switches,cpu.interrupts,cpu.soft_interrupts,cpu.syscalls
1672420269332.471,0,0,0,0,0,0,0,0,35783000251,3106682551,26800884,6412381,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1726965,40004369408,519.546875,836231.859375,342.5625,3817.2656249998836,4571.34375,0.0,2500.0,0.0,2500.0,1212545447,663629011,0,1920884897
1672420270333.8372,0,0,0,0,0,0,0,0,35783001379,3106683729,26800892,6412389,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727189,40007703552,519.546875,836243.625,342.578125,3817.3593749998836,4571.484375,2.1,2500.0,0.0,2500.0,1212563087,663638135,0,1921024260
1672420271324.592,0,0,0,0,0,0,0,0,35783001507,3106683893,26800894,6412391,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727213,40008322048,519.546875,836255.203125,342.578125,3817.5624999998836,4571.5625,2.4,2500.0,0.0,2500.0,1212579911,663646674,0,1921160484
1672420272326.8618,0,0,0,0,0,0,0,0,35783001775,3106692979,26800898,6412431,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727215,40008330240,519.546875,836266.875,342.578125,3817.7656249998836,4571.734375,3.1,2500.0,0.0,2500.0,1212596256,663654979,0,1921297419
1672420273327.75,0,0,0,0,0,0,0,0,35783001967,3106693207,26800901,6412434,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727232,40008596480,519.546875,836278.640625,342.578125,3817.8593749998836,4571.890625,2.1,2500.0,0.0,2500.0,1212612736,663663460,0,1921433072
1672420274324.634,0,0,0,0,0,0,0,0,35783002235,3106693511,26800905,6412438,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727248,40008989696,519.546875,836290.328125,342.578125,3817.9687499998836,4572.09375,2.6,2500.0,0.0,2500.0,1212629729,663672079,0,1921567427
1672420275331.1746,0,0,0,0,0,0,0,0,35783002363,3106693675,26800907,6412440,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727266,40009972736,519.546875,836302.1875,342.578125,3818.0937499998836,4572.1875,1.8,2500.0,0.0,2500.0,1212646358,663680454,0,1921706088
1672420276335.5972,0,0,0,0,0,0,0,0,35783002631,3106693979,26800911,6412444,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727266,40009972736,519.546875,836314.03125,342.578125,3818.2187499998836,4572.25,1.6,2500.0,0.0,2500.0,1212663748,663689718,0,1921841983
1672420277337.6494,0,0,0,0,0,0,0,0,35783002759,3106694515,26800913,6412452,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727282,40010222592,519.546875,836325.859375,342.578125,3818.3124999998836,4572.3125,1.3,2500.0,0.0,2500.0,1212680338,663698257,0,1921975914
1672420278330.6338,0,0,0,0,0,0,0,0,35783006616,3106698916,26800935,6412473,1073,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542104,74480125440,1727302,40011090944,519.546875,836337.578125,342.578125,3818.4531249998836,4572.40625,2.0,2500.0,0.0,2500.0,1212697832,663707555,0,1922114528
