timestamp,net.bytes_sent.Bluetooth Network Connection,net.bytes_recv.Bluetooth Network Connection,net.packets_sent.Bluetooth Network Connection,net.packets_recv.Bluetooth Network Connection,net.errin.Bluetooth Network Connection,net.errout.Bluetooth Network Connection,net.dropin.Bluetooth Network Connection,net.dropout.Bluetooth Network Connection,net.bytes_sent.Ethernet,net.bytes_recv.Ethernet,net.packets_sent.Ethernet,net.packets_recv.Ethernet,net.errin.Ethernet,net.errout.Ethernet,net.dropin.Ethernet,net.dropout.Ethernet,net.bytes_sent.Local Area Connection* 10,net.bytes_recv.Local Area Connection* 10,net.packets_sent.Local Area Connection* 10,net.packets_recv.Local Area Connection* 10,net.errin.Local Area Connection* 10,net.errout.Local Area Connection* 10,net.dropin.Local Area Connection* 10,net.dropout.Local Area Connection* 10,net.bytes_sent.Local Area Connection* 9,net.bytes_recv.Local Area Connection* 9,net.packets_sent.Local Area Connection* 9,net.packets_recv.Local Area Connection* 9,net.errin.Local Area Connection* 9,net.errout.Local Area Connection* 9,net.dropin.Local Area Connection* 9,net.dropout.Local Area Connection* 9,net.bytes_sent.Loopback Pseudo-Interface 1,net.bytes_recv.Loopback Pseudo-Interface 1,net.packets_sent.Loopback Pseudo-Interface 1,net.packets_recv.Loopback Pseudo-Interface 1,net.errin.Loopback Pseudo-Interface 1,net.errout.Loopback Pseudo-Interface 1,net.dropin.Loopback Pseudo-Interface 1,net.dropout.Loopback Pseudo-Interface 1,net.bytes_sent.Wi-Fi,net.bytes_recv.Wi-Fi,net.packets_sent.Wi-Fi,net.packets_recv.Wi-Fi,net.errin.Wi-Fi,net.errout.Wi-Fi,net.dropin.Wi-Fi,net.dropout.Wi-Fi,disk.read_count.PhysicalDrive0,disk.read_bytes.PhysicalDrive0,disk.write_count.PhysicalDrive0,disk.write_bytes.PhysicalDrive0,cpu.dpc,cpu.idle,cpu.interrupt,cpu.system,cpu.user,cpu.percent,cpu.freq.current,cpu.freq.min,cpu.freq.max,cpu.ctx_switches,cpu.interrupts,cpu.soft_interrupts,cpu.syscalls
1672422463957.553,0,0,0,0,0,0,0,0,35786908573,3119157872,26814327,6438239,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542974,74503636480,1751288,40590160896,521.421875,861963.015625,352.390625,4043.71875,4949.390625,6.5,2500.0,0.0,2500.0,1339432916,725279496,0,2423425299
1672422464960.328,0,0,0,0,0,0,0,0,35786911640,3119162780,26814336,6438252,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542974,74503636480,1751306,40591160320,521.421875,861974.34375,352.40625,4044.03125,4949.75,5.7,2500.0,0.0,2500.0,1339628357,725370819,0,2423915200
1672422465965.9104,0,0,0,0,0,0,0,0,35786911640,3119162780,26814336,6438252,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542974,74503636480,1751308,40591168512,521.421875,861985.765625,352.40625,4044.234375,4950.1875,5.3,2500.0,0.0,2500.0,1339825786,725464421,0,2424403667
1672422466961.141,0,0,0,0,0,0,0,0,35786911640,3119162780,26814336,6438252,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542974,74503636480,1751325,40591492096,521.421875,861997.140625,352.40625,4044.40625,4950.59375,4.8,2500.0,0.0,2500.0,1340019632,725556012,0,2424853167
1672422467948.8816,0,0,0,0,0,0,0,0,35786912464,3119163365,26814341,6438255,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542974,74503636480,1751345,40592135168,521.421875,862008.546875,352.421875,4044.53125,4950.921875,3.9,2500.0,0.0,2500.0,1340213329,725647343,0,2425302917
1672422468950.983,0,0,0,0,0,0,0,0,35786919753,3119188380,26814374,6438308,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542975,74503767552,1751396,40593105920,521.421875,862020.046875,352.421875,4044.65625,4951.328125,4.4,2500.0,0.0,2500.0,1340413282,725742467,0,2425771356
1672422469951.031,0,0,0,0,0,0,0,0,35786920613,3119189254,26814378,6438312,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542975,74503767552,1751397,40593110016,521.421875,862031.3125,352.453125,4044.90625,4951.734375,5.8,2500.0,0.0,2500.0,1340613804,725838094,0,2426231123
1672422470953.5117,0,0,0,0,0,0,0,0,35786920613,3119190128,26814378,6438316,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542976,74503783936,1751419,40593646592,521.421875,862042.703125,352.453125,4045.015625,4952.234375,5.1,2500.0,0.0,2500.0,1340811343,725931594,0,2426690210
1672422471951.9106,0,0,0,0,0,0,0,0,35786920766,3119190217,26814380,6438317,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542976,74503783936,1751440,40594134016,521.421875,862054.09375,352.453125,4045.171875,4952.6875,5.1,2500.0,0.0,2500.0,1341007636,726024299,0,2427145422
1672422472954.405,0,0,0,0,0,0,0,0,35786921740,3119191155,26814385,6438322,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542976,74503783936,1751441,40594138112,521.421875,862065.46875,352.453125,4045.40625,4953.21875,6.3,2500.0,0.0,2500.0,1341202616,726115987,0,2427600532
1672422473959.5884,0,0,0,0,0,0,0,0,35786921740,3119191155,26814385,6438322,1082,0,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542977,74503788032,1751471,40594596864,521.421875,862076.921875,352.46875,4045.625,4953.578125,4.9,2500.0,0.0,2500.0,1341395914,726206312,0,2428053556
